measurement_id,phase,config,seq,best_channel,best_channel_snr_db,freq_1_hz,freq_1_std_hz,freq_1_cv_pct,freq_1_confidence,freq_1_tier,freq_2_hz,freq_3_hz,freq_4_hz,freq_5_hz,detection_rate,fap,n_modes_detected
01F07,1,F,7,01E0605.aaa,37.1819557793481,4.01994199419942,0.0150878229126546,0.6244932775589245,100.0,CONFIRMED,,,,,1.0,4.4963032818894344e-204,1
01F08,1,F,8,Carlog,36.41387754885167,0.8110511051105112,0.0657773711230066,23.861284108749025,66.7,CANDIDATE,,,,,0.3333333333333333,2.1194908573247698e-108,1
01F09,1,F,9,Carlog,37.45860797097632,0.6763076307630763,0.0165384227451618,16.003115803531056,78.3,PROBABLE,,,,,0.6666666666666666,1.818287996047552e-100,1
01F10,1,F,10,01E0905.aaa,35.03046950206964,3.985008500850085,0.0,0.71177776276492,100.0,CONFIRMED,,,,,1.0,1.316720124005061e-178,1
01F11,1,F,11,Carlog,36.981973233834225,0.613926392639264,0.0220964031749885,18.273192215417584,68.3,CANDIDATE,,,,,0.1666666666666666,9.751622552098789e-104,1
01F12,1,F,12,01E1105.aaa,37.82628118328083,3.97003700370037,8.881784197001252e-16,0.297952247210982,100.0,CONFIRMED,,,,,1.0,4.1367535710216743e-181,1
01F13,1,F,13,01E1205.aaa,39.166193020575285,4.027427742774277,0.0,0.6827307907445975,100.0,CONFIRMED,,,,,1.0,0.0,1
01F14,1,F,14,Carlog,36.42839091531399,0.6114311431143115,0.0599444892218767,11.345838669338054,78.3,PROBABLE,,,,,0.6666666666666666,7.988701190145666e-96,1
01F15,1,F,15,Carlog,36.400404535898105,0.8734323432343235,0.1057082061643174,21.630597748490977,66.7,CANDIDATE,,,,,0.3333333333333333,1.2414083217289965e-96,1
01F16,1,F,16,01E1505.aaa,37.34904552040955,3.9924942494249422,1.7763568394002505e-15,0.5285129638758574,100.0,CONFIRMED,,,,,1.0,1.4383754405955514e-212,1
01F17,1,F,17,01E1605.aaa,37.86287410569106,3.9999799979998,4.440892098500626e-16,0.4733647891368936,100.0,CONFIRMED,,,,,1.0,0.0,1
01F18,1,F,18,01E1705.aaa,37.95906973911095,3.98001800180018,1.3322676295501878e-15,0.5118034865597019,96.7,CONFIRMED,,,,,0.8333333333333334,3.616985552069361e-216,1
01F19,1,F,19,Carlog,37.344700945488086,0.7162316231623163,1.1102230246251563e-16,13.097794961854651,78.3,PROBABLE,,,,,0.6666666666666666,1.7059101136668617e-139,1
01F20,1,F,20,01E1905.aaa,43.626598022690295,3.994989498949894,4.440892098500626e-16,0.5306929926217251,100.0,CONFIRMED,,,,,1.0,0.0,1
01F21,1,F,21,01E2005.aaa,38.369529789207405,4.00996099609961,0.0027077769069544,0.4668207751814444,100.0,CONFIRMED,,,,,1.0,0.0,1
01F22,1,F,22,01E2105.aaa,42.702213795536856,3.9999799979998,0.0010480048004801,0.5647709708819908,100.0,CONFIRMED,,,,,1.0,0.0,1
01F23,1,F,23,01E2205.aaa,42.35105476030951,4.007465746574658,1.7763568394002505e-15,0.4440351276687104,100.0,CONFIRMED,,,,,1.0,0.0,1
01G00,1,G,0,01E2305.aaa,43.18509618760598,4.014951495149515,0.0,0.8137181306423642,100.0,CONFIRMED,,,,,1.0,0.0,1
01G01,1,G,1,Carlog,35.32902716127406,0.6613361336133614,0.0556120477458922,18.770851713823205,75.0,PROBABLE,,,,,0.5,5.657092571077865e-91,1
01G02,1,G,2,01F0105.aaa,39.66933069298528,3.9875037503750375,4.440892098500626e-16,0.6151766983570448,100.0,CONFIRMED,,,,,1.0,0.0,1
01G03,1,G,3,01F0205.aaa,45.907635841852745,4.014951495149515,0.0030880666161407,0.3113808771539232,100.0,CONFIRMED,,,,,1.0,1.3137647512921618e-246,1
01G04,1,G,4,01F0305.aaa,50.569245041980864,4.012456245624563,8.881784197001252e-16,0.0725135411393263,100.0,CONFIRMED,,,,,1.0,0.0,1
01G05,1,G,5,01F0405.aaa,49.4826596787646,4.007465746574658,1.7763568394002505e-15,0.1602063382824965,100.0,CONFIRMED,,,,,1.0,0.0,1
01G06,1,G,6,01F0505.aaa,43.112116998305794,3.955065506550655,0.0228693396517948,0.8718549158078456,100.0,CONFIRMED,,,,,1.0,0.0,1
01G07,1,G,7,01F0605.aaa,40.224507912085805,4.002475247524752,0.0155703570357035,0.4791297681288586,100.0,CONFIRMED,,,,,1.0,2.282504577831772e-267,1
01G08,1,G,8,01F0705.aaa,36.34967729833083,3.9875037503750375,0.0274170019624666,0.3216038348464951,100.0,CONFIRMED,,,,,1.0,1.4379317936669182e-197,1
01G09,1,G,9,01F0805.aaa,37.94086753430954,3.972532253225322,4.440892098500626e-16,0.455570907633041,100.0,CONFIRMED,,,,,1.0,0.0,1
01G10,1,G,10,01F0905.aaa,41.920754488306315,4.014951495149515,0.006511597346734,0.164327837394197,100.0,CONFIRMED,,,,,1.0,2.0249895841692647e-269,1
01G11,1,G,11,01F1005.aaa,38.66648625680723,3.98999899989999,1.7763568394002505e-15,0.4172480644803015,100.0,CONFIRMED,,,,,1.0,0.0,1
01G12,1,G,12,01F1105.aaa,39.177752548423655,4.007465746574658,0.0112083931179487,0.4859631453858667,100.0,CONFIRMED,,,,,1.0,2.548498316226394e-265,1
01G13,1,G,13,Carlog,35.35680977173168,0.6688218821882189,0.0712737616255783,20.262490869617487,73.3,PROBABLE,,,,,0.6666666666666666,2.815789828393461e-73,1
01G14,1,G,14,01F1305.aaa,39.97854286059076,3.97003700370037,8.881784197001252e-16,0.3714594402216861,96.7,CONFIRMED,,,,,0.8333333333333334,3.819049666342897e-194,1
01G15,1,G,15,01F1405.aaa,33.75329287268156,3.975027502750275,0.0009779340987288,0.5874384953771312,100.0,CONFIRMED,,,,,1.0,6.002310486576154e-163,1
01G16,1,G,16,01F1505.aaa,39.13419476885914,3.9924942494249422,1.7763568394002505e-15,0.5739437296009591,100.0,CONFIRMED,,,,,1.0,0.0,1
01G17,1,G,17,01F1605.aaa,37.96187105048754,3.985008500850085,0.0041651985861857,0.5739757848141974,96.7,CONFIRMED,,,,,0.8333333333333334,2.1277199529979896e-198,1
01G18,1,G,18,01F1705.aaa,40.241130242787825,3.997484748474847,4.440892098500626e-16,0.2541912798200185,100.0,CONFIRMED,,,,,1.0,0.0,1
01G19,1,G,19,01F1805.aaa,38.38349061416183,3.9999799979998,4.440892098500626e-16,0.4824632384384918,100.0,CONFIRMED,,,,,1.0,0.0,1
01G20,1,G,20,01F1905.aaa,42.61242572981863,4.024932493249325,8.881784197001252e-16,0.5454130180190259,100.0,CONFIRMED,,,,,1.0,0.0,1
01G21,1,G,21,01F2005.aaa,43.92574397330876,4.014951495149515,0.0,0.3486409394150381,100.0,CONFIRMED,,,,,1.0,0.0,1
01G22,1,G,22,01F2105.aaa,42.6182730155491,4.007465746574658,1.7763568394002505e-15,0.1316074771711312,100.0,CONFIRMED,,,,,1.0,0.0,1
01G23,1,G,23,01F2205.aaa,40.475421608450986,3.9301130113011298,0.0419772691266507,0.3941218844326782,100.0,CONFIRMED,,,,,1.0,3.364873242970531e-203,1
02A00,02,A,00,01F2305.aaa,40.780098109779665,4.014951495149515,0.01166112091474833,0.34590712938224843,100.0,CONFIRMED,,,,,1.0,2.997247100433724e-300,1
02A01,02,A,01,01G0005.aaa,45.26862426456634,4.0174467446744675,0.0,0.13245039191125885,100.0,CONFIRMED,,,,,1.0,0.0,1
02A02,02,A,02,01G0105.aaa,40.87847689835952,4.044894489448945,0.019239587441870137,0.5421387724811356,100.0,CONFIRMED,,,,,1.0,1.258760109794911e-261,1
02A03,02,A,03,01G0205.aaa,38.103752950069854,3.9974847484748475,0.0036817404626773003,0.7010999899591082,100.0,CONFIRMED,,,,,1.0,2.765778314600319e-228,1
02A04,02,A,04,01G0305.aaa,32.10773399869515,4.004970497049705,8.881784197001252e-16,0.5730543670680787,96.7,CONFIRMED,,,,,0.8333333333333334,0.0,1
02A05,02,A,05,01G0405.aaa,45.3294715923062,4.04988498849885,0.0,0.42409115237100153,100.0,CONFIRMED,,,,,1.0,0.0,1
02A06,02,A,06,01G0505.aaa,43.99496921763742,4.054875487548755,8.881784197001252e-16,0.150377907991743,100.0,CONFIRMED,,,,,1.0,0.0,1
02A07,02,A,07,01G0605.aaa,37.593401791972575,4.007465746574658,1.7763568394002505e-15,0.5538118290875279,100.0,CONFIRMED,,,,,1.0,0.0,1
02A08,02,A,08,01G0705.aaa,43.870645608639535,4.052380238023802,8.881784197001252e-16,0.32950464395018003,100.0,CONFIRMED,,,,,1.0,0.0,1
02A09,02,A,09,01G0805.aaa,42.757619798761894,4.0573707370737075,0.0121856858826524,0.27285453483951005,100.0,CONFIRMED,,,,,1.0,0.0,1
02A10,02,A,10,01G0905.aaa,41.41136654526299,4.01994199419942,0.004981508052421818,0.5677336115428887,100.0,CONFIRMED,,,,,1.0,3.0818772032548037e-277,1
02A11,02,A,11,01G1005.aaa,40.348368757836084,4.00996099609961,8.881784197001252e-16,0.6734689893778264,100.0,CONFIRMED,,,,,1.0,0.0,1
02A12,02,A,12,01G1105.aaa,43.95979628349585,4.024932493249325,0.002370355716144285,0.3662593380380162,100.0,CONFIRMED,,,,,1.0,0.0,1
02A13,02,A,13,01G1205.aaa,40.09128571517161,3.9974847484748475,4.440892098500626e-16,0.8199194411230311,100.0,CONFIRMED,,,,,1.0,0.0,1
02A14,02,A,14,01G1305.aaa,40.6720409764702,4.044894489448945,0.019646014012036816,0.41372958259468884,100.0,CONFIRMED,,,,,1.0,0.0,1
02A15,02,A,15,01G1405.aaa,39.92909134269577,3.9974847484748475,4.440892098500626e-16,0.37038408535957823,100.0,CONFIRMED,,,,,1.0,0.0,1
02A16,02,A,16,01G1505.aaa,35.13273534571476,4.024932493249325,8.881784197001252e-16,0.42679709173404756,100.0,CONFIRMED,,,,,1.0,0.0,1
02A17,02,A,17,01G1605.aaa,44.259894412288645,4.022437243724372,8.881784197001252e-16,0.3080916562739163,100.0,CONFIRMED,,,,,1.0,0.0,1
02A18,02,A,18,01G1705.aaa,41.21519835540471,4.03990399039904,8.881784197001252e-16,0.3150343827795993,100.0,CONFIRMED,,,,,1.0,0.0,1
02A19,02,A,19,01G1805.aaa,41.28562588741214,4.03990399039904,0.013588712878875114,0.432878187443163,100.0,CONFIRMED,,,,,1.0,0.0,1
02A20,02,A,20,01G1905.aaa,40.81712432649646,4.042399239923992,0.005729899244162334,0.5096580760999254,100.0,CONFIRMED,,,,,1.0,2.6712794314920023e-302,1
02A21,02,A,21,01G2005.aaa,43.31549523799961,3.9775227522752274,8.881784197001252e-16,1.2159946878393246,95.0,CONFIRMED,,,,,1.0,0.0,1
02A22,02,A,22,01G2105.aaa,41.34904183448785,4.062361236123612,0.011459798488324666,0.38708636106726385,100.0,CONFIRMED,,,,,1.0,0.0,1
02A23,02,A,23,01G2205.aaa,42.65598578894793,4.012456245624563,8.881784197001252e-16,0.5619202309772845,100.0,CONFIRMED,,,,,1.0,0.0,1
02B00,02,B,00,01G2305.aaa,47.163467813322356,4.044894489448945,8.881784197001252e-16,0.20725178141078673,100.0,CONFIRMED,,,,,1.0,0.0,1
02B01,02,B,01,02A0005.aaa,46.23502316858715,4.00996099609961,0.0017379193508417236,0.499948654468387,100.0,CONFIRMED,,,,,1.0,0.0,1
02B02,02,B,02,02A0105.aaa,43.00567128127048,4.014951495149515,0.0,0.363453770010619,100.0,CONFIRMED,,,,,1.0,0.0,1
02B03,02,B,03,02A0205.aaa,42.57950148217678,4.03990399039904,8.881784197001252e-16,0.7113601094168776,100.0,CONFIRMED,,,,,1.0,0.0,1
02B04,02,B,04,02A0305.aaa,38.83949316838387,4.032418241824183,0.0,0.4374711363407741,100.0,CONFIRMED,,,,,1.0,0.0,1
02B05,02,B,05,02A0405.aaa,36.29334698038605,4.01994199419942,0.011540360453732789,0.47342067305292296,100.0,CONFIRMED,,,,,1.0,0.0,1
02B06,02,B,06,02A0505.aaa,42.72418833817687,4.032418241824183,0.0009788886466366815,0.249152557698447,96.7,CONFIRMED,,,,,0.8333333333333334,0.0,1
02B07,02,B,07,02A0605.aaa,53.89161664620575,4.052380238023802,8.881784197001252e-16,0.38177852802120615,100.0,CONFIRMED,,,,,1.0,0.0,1
02B08,02,B,08,02A0705.aaa,45.49651662110058,4.027427742774277,0.008834170085061472,0.28292378794431544,100.0,CONFIRMED,,,,,1.0,0.0,1
02B09,02,B,09,02A0805.aaa,46.18920483545181,4.04988498849885,0.0063322334160260145,0.23945794606181858,100.0,CONFIRMED,,,,,1.0,1.059895883e-314,1
02B10,02,B,10,02A0905.aaa,41.391625124981495,4.05986598659866,8.881784197001252e-16,0.4719501221969555,100.0,CONFIRMED,,,,,1.0,0.0,1
02B11,02,B,11,02A1005.aaa,41.152957688006396,3.9924942494249422,1.7763568394002505e-15,0.47540507990250236,100.0,CONFIRMED,,,,,1.0,0.0,1
02B12,02,B,12,02A1105.aaa,43.69337834117231,4.007465746574658,1.7763568394002505e-15,0.37601943405713045,100.0,CONFIRMED,,,,,1.0,0.0,1
02B13,02,B,13,02A1205.aaa,42.60620242682127,4.062361236123612,0.0,0.11997440052784684,100.0,CONFIRMED,,,,,1.0,0.0,1
02B14,02,B,14,02A1305.aaa,41.83496620688372,4.027427742774277,0.0,0.2576491160881442,100.0,CONFIRMED,,,,,1.0,0.0,1
02B15,02,B,15,02A1405.aaa,39.688392780726645,4.022437243724372,0.0031380677072545427,0.6306835595683026,100.0,CONFIRMED,,,,,1.0,0.0,1
02B16,02,B,16,02A1505.aaa,42.49930880630424,4.062361236123612,0.0,0.48687278856417965,100.0,CONFIRMED,,,,,1.0,0.0,1
02B17,02,B,17,02A1605.aaa,38.20105048857856,4.01994199419942,8.881784197001252e-16,0.2741187206294342,100.0,CONFIRMED,,,,,1.0,0.0,1
02B18,02,B,18,02A1705.aaa,39.63228214612967,3.9999799979998,4.440892098500626e-16,1.0582139917961706,95.0,CONFIRMED,,,,,1.0,0.0,1
02B19,02,B,19,02A1805.aaa,40.8869401746697,4.022437243724372,8.881784197001252e-16,0.7353942288527655,100.0,CONFIRMED,,,,,1.0,0.0,1
02B20,02,B,20,02A1905.aaa,44.144855577303474,3.9974847484748475,4.440892098500626e-16,0.790438144486613,100.0,CONFIRMED,,,,,1.0,0.0,1
02B21,02,B,21,02A2005.aaa,45.1004704704811,4.02992299229923,1.7763568394002505e-15,0.453946722887044,100.0,CONFIRMED,,,,,1.0,0.0,1
02B22,02,B,22,02A2105.aaa,47.214008596080944,3.9974847484748475,0.021537501669982428,0.7318460221440498,100.0,CONFIRMED,,,,,1.0,2.4773694017989097e-296,1
02B23,02,B,23,02A2205.aaa,47.61340445440075,4.00996099609961,8.881784197001252e-16,0.4762642435104109,100.0,CONFIRMED,,,,,1.0,0.0,1
02C00,02,C,00,02A2305.aaa,47.32391008171369,4.0573707370737075,8.881784197001252e-16,0.5068210398712927,100.0,CONFIRMED,,,,,1.0,0.0,1
02C01,02,C,01,02B0005.aaa,49.737837393155154,3.9924942494249422,1.7763568394002505e-15,0.7070368506242178,100.0,CONFIRMED,,,,,1.0,0.0,1
02C02,02,C,02,02B0105.aaa,51.22173648006347,3.98999899989999,1.7763568394002505e-15,0.6294299712440059,100.0,CONFIRMED,,,,,1.0,0.0,1
02C03,02,C,03,02B0205.aaa,49.37768132489385,4.027427742774277,0.0,0.16363471565878412,100.0,CONFIRMED,,,,,1.0,0.0,1
02C04,02,C,04,02B0305.aaa,53.351919583368826,4.002475247524752,0.0024706750688867443,0.4324851315429694,100.0,CONFIRMED,,,,,1.0,0.0,1
02C05,02,C,05,02B0405.aaa,33.153320165814044,10.20067506750675,0.006288028802880249,0.26552662263686644,83.3,PROBABLE,,,,,0.16666666666666666,4.151144797977876e-79,1
02C06,02,C,06,02B0505.aaa,39.819775216224265,3.98999899989999,1.7763568394002505e-15,0.8193338488878283,100.0,CONFIRMED,,,,,1.0,0.0,1
02C07,02,C,07,02B0605.aaa,40.87750071897591,4.032418241824183,0.0,0.4932732834694301,100.0,CONFIRMED,,,,,1.0,0.0,1
02C08,02,C,08,02B0705.aaa,39.35295159647466,4.004970497049705,8.881784197001252e-16,0.4429813402666804,100.0,CONFIRMED,,,,,1.0,0.0,1
02C09,02,C,09,02B0805.aaa,38.20739436708063,3.9999799979998,4.440892098500626e-16,0.605461197636204,100.0,CONFIRMED,,,,,1.0,0.0,1
